"Set","Cst.Sigma","VdWVolumes.WV","pki"
"CSAR",2.0654239654541,93.758848562905,6.6
"CSAR",1.96227037906647,92.7840396954973,6.6
"CSAR",2.36671543121338,94.2978455088355,6.6
"CSAR",2.00756597518921,90.7399857982574,6.6
"CSAR",2.06128716468811,97.9126074228537,6.6
"CSAR",2.19902443885803,87.9125892041485,6.6
"CSAR",2.01243662834167,87.8129014773673,6.6
"CSAR",1.85443377494812,89.891450482074,6.6
"CSAR",2.22859287261963,92.7819014766696,6.6
"CSAR",2.07906913757324,85.5328475258207,6.6
"CSAR",2.20520377159119,96.06639496784,6.6
"CSAR",2.08780717849731,92.2838221898654,6.6
"CSAR",2.01244807243347,85.7508713843761,6.6
"CSAR",1.99991607666016,93.6449442403488,6.6
"CSAR",1.98006904125214,92.4993521186029,6.6
"CSAR",2.2028124332428,97.0704841711672,6.6
"CSAR",1.9497652053833,90.9068525722821,6.6
"CSAR",2.05027627944946,86.0159429966841,6.6
"CSAR",2.1542820930481,93.6883265129097,6.6
"CSAR",1.98505830764771,96.0313736013492,6.6
"CSAR",1.87958443164825,91.7579590636556,6.6
"CSAR",2.04805684089661,97.5535925840591,6.6
"CSAR",1.904869556427,93.4729867134393,6.6
"CSAR",1.97113811969757,93.7292092467753,6.6
"CSAR",1.96405363082886,100.867722546347,6.6
"CSAR",1.82320821285248,92.8890442325628,6.6
"CSAR",2.01206541061401,95.3852194353913,6.6
"CSAR",2.10424137115479,91.8171171400604,6.6
"CSAR",2.27170872688293,90.9054605831105,6.6
"CSAR",2.24634385108948,89.2076752624486,6.6
"CSAR",2.01791739463806,91.0506260021021,6.6
"CSAR",1.87621557712555,84.866640850687,6.6
"CSAR",2.10909533500671,86.5542264963419,6.6
"CSAR",1.89177310466766,86.4291596828633,6.6
"CSAR",2.08400225639343,83.277504027515,6.6
"CSAR",2.26976108551025,93.6384784448661,6.6
"CSAR",2.18120098114014,93.4190296415239,6.6
"CSAR",2.04078698158264,93.5447733334847,6.6
"CSAR",1.77113926410675,77.4085921589094,6.6
"CSAR",1.72517824172974,83.9600595781808,6.6
"CSAR",2.24594354629517,96.1817687652286,6.6
"CSAR",2.02159571647644,87.9327276017891,6.6
"CSAR",1.96743893623352,91.9469621328941,6.6
"CSAR",2.25930404663086,91.295050503808,6.6
"CSAR",2.06552505493164,90.2828536907393,6.6
"CSAR",1.95532023906708,92.9533139704964,6.6
"CSAR",2.06894326210022,95.8450871319807,6.6
"CSAR",2.07700848579407,99.3800516917021,6.6
"CSAR",2.00922036170959,91.1776602604161,6.6
"CSAR",2.20836997032166,94.7810743071725,6.6
"CSAR",2.10178685188293,102.612650864138,6.6
"CSAR",2.27655863761902,98.0262090939777,6.6
"CSAR",1.90056347846985,88.6123696718796,6.6
"CSAR",2.27404403686523,94.5531747547142,6.6
"CSAR",2.04538321495056,88.5886453199358,6.6
"CSAR",1.98688077926636,90.8513852565141,6.6
"CSAR",2.1371157169342,94.6128618482486,6.6
"CSAR",2.11715149879456,92.6438692645718,6.6
"CSAR",2.06811237335205,89.8574619108542,6.6
"CSAR",1.94352948665619,96.0387884012953,6.6
"CSAR",1.90736126899719,101.477370864162,6.6
"CSAR",2.3157045841217,113.262063821403,6.6
"CSAR",1.89438855648041,95.0908231559311,6.6
"CSAR",1.93938231468201,101.015729026563,6.6
"CSAR",2.09136056900024,102.180654344744,6.6
"CSAR",1.9627434015274,92.2177317709542,6.6
"CSAR",2.18683099746704,106.906215154579,6.6
"CSAR",2.08683657646179,108.232738349543,6.6
"CSAR",2.31582164764404,111.763888975765,6.6
"CSAR",2.35635447502136,92.64615267082,6.6
"CSAR",2.08978295326233,116.251127000683,6.6
"CSAR",1.8372950553894,97.8074586990599,6.6
"CSAR",1.95333111286163,98.0501611692567,6.6
"CSAR",2.14573431015015,111.548057817277,6.6
"CSAR",1.94749164581299,108.033342844243,6.6
"CSAR",2.4537787437439,115.199138985266,6.6
"CSAR",2.30155038833618,109.583677421163,6.6
"CSAR",2.02924084663391,93.5595076526193,6.6
"CSAR",1.90983891487122,88.1450814874003,6.6
"CSAR",2.66952395439148,95.3422940520993,6.6
"CSAR",2.32557058334351,88.1880341142548,6.6
"CSAR",2.59061193466187,93.9611385368219,6.6
"CSAR",2.39995098114014,93.5389091007144,6.6
"CSAR",2.32899332046509,94.1048820232166,6.6
"CSAR",2.0823175907135,99.2922225741161,6.6
"CSAR",2.42481756210327,101.326628741541,6.6
"CSAR",2.38000178337097,94.9014772749496,6.6
"CSAR",2.41727304458618,90.4074722554636,6.6
"CSAR",2.54753446578979,92.3458027532075,6.6
"CSAR",2.34745454788208,124.231432234889,6.6
"CSAR",2.5046226978302,113.183142616711,6.6
"CSAR",2.16182065010071,90.6078370743238,6.6
"CSAR",2.1583468914032,102.389534502701,6.6
"CSAR",2.2130115032196,114.543939485914,6.6
"CSAR",2.24205160140991,102.525540090278,6.6
"CSAR",3.10630106925964,127.47965136891,6.6
"CSAR",2.69506907463074,113.465317926533,6.6
"CSAR",2.57944178581238,115.378809778352,6.6
"CSAR",2.64300012588501,128.866981674471,6.6
"CSAR",2.96795034408569,131.757048474028,6.6
"CSAR",2.49262857437134,119.911826195155,6.6
"CSAR",2.99575734138489,131.191123029639,6.6
"CSAR",2.40418267250061,97.9778399370591,6.6
"CSAR",3.151930809021,130.342654502295,6.6
"CSAR",3.13184976577759,122.890537679787,6.6
"CSAR",2.84550404548645,122.030377691578,6.6
"CSAR",3.19693231582642,131.391767642142,6.6
"CSAR",2.90759634971619,123.972443650635,6.6
"CSAR",2.67667603492737,122.621872511913,6.6
"CSAR",2.72347855567932,122.665146531603,6.6
"CSAR",3.06483602523804,126.830053941698,6.6
"CSAR",3.16209506988525,130.097498791115,6.6
"CSAR",2.84823179244995,115.232913410569,6.6
"CSAR",2.06868171691895,89.5493770499247,6.6
"CSAR",2.35803174972534,98.7477663784918,6.6
"CSAR",2.71583771705627,131.719950763666,6.6
"CSAR",2.59480595588684,104.545486414578,6.6
"CSAR",2.14446759223938,99.8713802735768,6.6
"CSAR",2.0652163028717,96.6576033594154,6.6
"CSAR",2.44202017784119,103.617281861833,6.6
"CSAR",2.46186685562134,112.662752548941,6.6
"CSAR",2.17239308357239,104.154073360333,6.6
"CSAR",2.39553427696228,100.680648834114,6.6
"CSAR",2.09952402114868,94.6626643755767,6.6
"CSAR",2.21692895889282,95.4814610737501,6.6
"CSAR",2.07503366470337,85.9897446310518,6.6
"CSAR",2.41552782058716,91.4504925624786,6.6
"CSAR",2.54407525062561,104.421799394128,6.6
"CSAR",2.21986174583435,93.9381946593518,6.6
"CSAR",2.06764578819275,104.574239450804,6.6
"CSAR",1.92974853515625,90.6173208987027,6.6
"CSAR",1.77562463283539,83.9693711947384,6.6
"CSAR",2.22095060348511,108.45624957185,6.6
"CSAR",2.26406526565552,101.175249977332,6.6
"CSAR",1.96494495868683,100.061241272168,6.6
"CSAR",2.2302610874176,98.0243490813226,6.6
"CSAR",2.06167531013489,89.1467403410896,6.6
"CSAR",2.19906759262085,108.63003693453,6.6
"CSAR",2.54608511924744,102.031531454611,6.6
"CSAR",2.27224540710449,92.3711886335049,6.6
"CSAR",2.46333026885986,114.317869436508,6.6
"CSAR",2.24555373191833,102.405033863541,6.6
"CSAR",2.05271148681641,110.289242381793,6.6
"CSAR",2.65237617492676,118.546895629729,6.6
"CSAR",2.10083365440369,93.0304893011917,6.6
"CSAR",2.11914467811584,97.418226065251,6.6
"CSAR",2.38604545593262,103.554511834492,6.6
"CSAR",2.21690583229065,96.7726904671337,6.6
"CSAR",1.87507295608521,95.5382194966183,6.6
"CSAR",2.13921070098877,106.43014942031,6.6
"CSAR",2.18509912490845,102.519058290088,6.6
"CSAR",2.36101031303406,96.3729414886049,6.6
"CSAR",2.40239763259888,108.643949009711,6.6
"CSAR",2.35091471672058,98.6972847011183,6.6
"CSAR",2.17671012878418,99.0334722727355,6.6
"CSAR",2.12797403335571,88.5221295642336,6.6
"CSAR",1.7000949382782,87.0308258187018,6.6
"CSAR",2.20204544067383,98.8735185415012,6.6
"CSAR",2.12239146232605,95.0116325756375,6.6
"CSAR",2.08297872543335,95.7422899893502,6.6
"CSAR",2.2577793598175,93.1844888611743,6.6
"CSAR",2.31466293334961,100.807838706382,6.6
"CSAR",2.27716326713562,101.586674258809,6.6
"CSAR",2.35451650619507,101.241509439257,6.6
"CSAR",2.0406322479248,97.4865900569992,6.6
"CSAR",2.57067561149597,109.722890052178,6.6
"CSAR",2.13404726982117,94.5314175853418,6.6
"CSAR",2.24199438095093,100.293693674171,6.6
"CSAR",2.18935084342957,99.6718022948526,6.6
"CSAR",1.7072606086731,81.7230897932295,6.6
"CSAR",2.27316808700562,90.0264597383942,6.6
"CSAR",2.29861283302307,95.0370776451995,6.6
"CSAR",2.152916431427,96.7791571322497,6.6
"CSAR",2.08912706375122,97.7384938490858,6.6
"CSAR",2.20861291885376,97.777836493925,6.6
"CSAR",2.28113031387329,85.7062286625648,6.6
"CSAR",2.0205249786377,90.5192493198847,6.6
"CSAR",2.0916793346405,85.3612959003684,6.6
"CSAR",2.22387862205505,81.9751695641174,6.6
"CSAR",2.27321147918701,82.2786502081422,6.6
"CSAR",5.25201463699341,305.247629963614,6.7
"CSAR",5.2097053527832,322.556178977861,6.7
"CSAR",5.54939413070679,301.252588435879,6.7
"CSAR",5.68286657333374,284.345181670812,6.7
"CSAR",5.97337865829468,285.728911377064,6.7
"CSAR",6.163254737854,294.988593881449,6.7
"CSAR",5.69058322906494,288.51421971166,6.7
"CSAR",5.94077301025391,292.246086267002,6.7
"CSAR",5.86973142623901,269.361493536747,6.7
"CSAR",5.48440170288086,303.858189173343,6.7
"CSAR",5.9555926322937,262.3424407262,6.7
"CSAR",5.69648027420044,281.458010314494,6.7
"CSAR",4.459716796875,277.200688864166,6.7
"CSAR",6.07892990112305,308.294947850162,6.7
"CSAR",5.55501270294189,301.525640876809,6.7
"CSAR",5.84142923355103,287.990964027859,6.7
"CSAR",5.76667642593384,282.377009784423,6.7
"CSAR",5.33954286575317,274.968344539598,6.7
"CSAR",5.99422168731689,291.235945872292,6.7
"CSAR",6.07929801940918,272.768202247443,6.7
"CSAR",5.73775577545166,287.866325844746,6.7
"CSAR",6.0149998664856,276.327598696444,6.7
"CSAR",5.66477966308594,285.596646008925,6.7
"CSAR",4.81808042526245,304.632676955012,6.7
"CSAR",6.13727235794067,306.258273690273,6.7
"CSAR",5.70116472244263,279.633369232063,6.7
"CSAR",5.83955001831055,292.000323929672,6.7
"CSAR",5.86648416519165,274.000868475859,6.7
"CSAR",6.07058429718018,278.507900069797,6.7
"CSAR",5.65533638000488,276.086900282588,6.7
"CSAR",5.58866930007935,269.808456097998,6.7
"CSAR",6.0115213394165,272.067972372579,6.7
"CSAR",6.45210218429565,298.482325927803,6.7
"CSAR",6.76685476303101,280.253602321705,6.7
"CSAR",4.88330888748169,295.784454646177,6.7
"CSAR",5.85506200790405,271.701085291937,6.7
"CSAR",5.42012023925781,279.380642814062,6.7
"CSAR",5.94887208938599,266.454067536732,6.7
"CSAR",5.72544956207275,279.24413089941,6.7
"CSAR",5.43316984176636,237.994171561503,6.7
"CSAR",5.34404373168945,247.550753783122,6.7
"CSAR",5.89864253997803,283.465542743739,6.7
"CSAR",5.66886854171753,273.583271817385,6.7
"CSAR",5.37950229644775,270.290712451791,6.7
"CSAR",5.71881008148193,280.410618243561,6.7
"CSAR",5.26108026504517,304.263031230491,6.7
"CSAR",5.73573160171509,272.147059376739,6.7
"CSAR",5.70165300369263,282.640104251124,6.7
"CSAR",5.51279067993164,275.559472703817,6.7
"CSAR",5.8506236076355,286.485731036652,6.7
"CSAR",5.64957332611084,280.827810217752,6.7
"CSAR",5.77542495727539,288.058562409076,6.7
"CSAR",5.42887163162231,274.101980899612,6.7
"CSAR",6.16043949127197,284.939974315437,6.7
"CSAR",5.9715690612793,285.179148796764,6.7
"CSAR",5.69024229049683,287.02479875133,6.7
"CSAR",5.23065567016602,309.477280963624,6.7
"CSAR",5.71953916549683,287.924931375986,6.7
"CSAR",5.74636220932007,280.506894550549,6.7
"CSAR",6.20944595336914,278.000909495014,6.7
"CSAR",5.67345714569092,277.142524018885,6.7
"CSAR",5.88535928726196,297.170132320311,6.7
"CSAR",5.90003728866577,280.497409965884,6.7
"CSAR",5.74685716629028,288.379495222907,6.7
"CSAR",6.23558807373047,285.004552431771,6.7
"CSAR",5.56603288650513,295.136923435259,6.7
"CSAR",5.73159313201904,278.623346526444,6.7
"CSAR",4.06900119781494,291.445333980658,6.7
"CSAR",5.49355173110962,286.314582120133,6.7
"CSAR",5.27314424514771,275.344362045718,6.7
"CSAR",6.0421085357666,278.124482407707,6.7
"CSAR",6.02877521514893,269.328610903118,6.7
"CSAR",5.52380275726318,282.729082072798,6.7
"CSAR",5.97043943405151,282.89199832257,6.7
"CSAR",6.1460108757019,271.850697287771,6.7
"CSAR",5.98143529891968,276.026388040316,6.7
"CSAR",5.86121845245361,278.572233082269,6.7
"CSAR",6.05007743835449,286.77197076404,6.7
"CSAR",4.76752996444702,290.579289626138,6.7
"CSAR",6.11899614334106,286.480153864305,6.7
"CSAR",5.2863917350769,268.359123452415,6.7
"CSAR",5.91755390167236,275.336369763206,6.7
"CSAR",5.4909462928772,252.487712713578,6.7
"CSAR",6.45963668823242,290.486573720939,6.7
"CSAR",6.12548160552979,267.347452330045,6.7
"CSAR",5.80765008926392,276.921819962265,6.7
"CSAR",6.17148923873901,281.258188755582,6.7
"CSAR",5.66228818893433,284.288820095427,6.7
"CSAR",5.32259750366211,274.962233210837,6.7
"CSAR",5.37276649475098,290.183137784706,6.7
"CSAR",6.22076511383057,293.999930801966,6.7
"CSAR",6.12592458724976,274.7185383622,6.7
"CSAR",6.58939409255981,279.941639798465,6.7
"CSAR",5.36284303665161,285.682026055782,6.7
"CSAR",5.87942981719971,258.698522691705,6.7
"CSAR",5.98069429397583,287.737422475084,6.7
"CSAR",6.72892379760742,277.048619949127,6.7
"CSAR",6.23248243331909,282.008370199693,6.7
"CSAR",5.64788198471069,256.616244624941,6.7
"CSAR",5.85927057266235,288.087302535899,6.7
"CSAR",4.85252237319946,287.305654436868,6.7
"CSAR",6.02483415603638,282.344853367569,6.7
"CSAR",6.49605178833008,289.736001399206,6.7
"CSAR",6.10147428512573,277.682823453899,6.7
"CSAR",5.96813344955444,270.661607987585,6.7
"CSAR",6.47871351242065,301.700907900245,6.7
"CSAR",6.29497575759888,279.328420161587,6.7
"CSAR",6.01185035705566,291.452250229878,6.7
"CSAR",5.99947595596313,265.88633852771,6.7
"CSAR",6.08977031707764,291.796365458623,6.7
"CSAR",5.96112585067749,282.206173679127,6.7
"CSAR",4.83426237106323,304.877240342623,6.7
"CSAR",4.63493585586548,283.646314493164,6.7
"CSAR",6.33339786529541,300.983855283867,6.7
"CSAR",5.54775190353394,273.786541241999,6.7
"CSAR",5.7641077041626,282.764125262263,6.7
"CSAR",5.76250076293945,276.144410683471,6.7
"CSAR",5.79300355911255,297.122833782471,6.7
"CSAR",6.52736759185791,281.009750467341,6.7
"CSAR",5.97440814971924,290.716196079673,6.7
"CSAR",5.62529230117798,271.777240308305,6.7
"CSAR",6.18866109848022,273.958085503499,6.7
"CSAR",5.43443250656128,292.203049279119,6.7
"CSAR",5.55178737640381,322.369669908697,6.7
"CSAR",5.92675638198853,279.418799634857,6.7
"CSAR",6.1169319152832,290.484504655858,6.7
"CSAR",6.29264450073242,277.640284617579,6.7
"CSAR",5.67512130737305,280.793062959325,6.7
"CSAR",5.94328546524048,281.834273725402,6.7
"CSAR",5.83919906616211,274.489571582799,6.7
"CSAR",6.72287464141846,296.622981876229,6.7
"CSAR",5.84455633163452,264.996214272662,6.7
"CSAR",6.19008255004883,284.764996146186,6.7
"CSAR",6.31468391418457,272.985244399832,6.7
"CSAR",4.82546329498291,304.257110072851,6.7
"CSAR",5.81519842147827,267.424626828293,6.7
"CSAR",5.98466110229492,279.50280069142,6.7
"CSAR",6.61586427688599,277.425517256993,6.7
"CSAR",6.54007863998413,295.928374785732,6.7
"CSAR",6.05849266052246,284.996148543554,6.7
"CSAR",5.78345727920532,277.993690208049,6.7
"CSAR",6.26986932754517,273.217396090175,6.7
"CSAR",5.93661022186279,279.777300937629,6.7
"CSAR",5.15512371063232,287.767914613566,6.7
"CSAR",6.11817216873169,279.808867156876,6.7
"CSAR",4.89712810516357,306.365540420449,6.7
"CSAR",5.49499654769897,276.446410089738,6.7
"CSAR",6.05317687988281,283.082086503203,6.7
"CSAR",5.79987812042236,267.617558664962,6.7
"CSAR",5.71968841552734,293.87177167489,6.7
"CSAR",5.7236795425415,279.610031170323,6.7
"CSAR",6.25277090072632,297.821038118682,6.7
"CSAR",6.06984949111938,288.361493446894,6.7
"CSAR",5.78423833847046,284.476612731496,6.7
"CSAR",5.93921566009521,282.018878017404,6.7
"CSAR",6.07704830169678,270.8780047784,6.7
"CSAR",5.11209964752197,295.71324957059,6.7
"CSAR",5.97995185852051,273.317511770918,6.7
"CSAR",5.88484525680542,290.398349611202,6.7
"CSAR",6.8578052520752,272.585795726119,6.7
"CSAR",5.90486669540405,289.728504869746,6.7
"CSAR",5.92662620544434,284.320532714584,6.7
"CSAR",6.26786422729492,287.521544085107,6.7
"CSAR",6.14703750610352,285.648203181076,6.7
"CSAR",6.19125366210938,286.506111680168,6.7
"CSAR",6.18556499481201,287.767244599016,6.7
"CSAR",6.14983892440796,286.895696759707,6.7
"CSAR",4.7268443107605,280.554569919591,6.7
"CSAR",6.24950790405273,291.847655950418,6.7
"CSAR",6.09286499023438,282.035884523865,6.7
"CSAR",6.06417512893677,275.305938979838,6.7
"CSAR",6.37120532989502,291.224987951644,6.7
"CSAR",6.28163242340088,288.421814995348,6.7
"CSAR",6.69861602783203,273.658489514728,6.7
"CSAR",5.96954822540283,289.244804398519,6.7
"CSAR",5.79083490371704,283.923142428909,6.7
"CSAR",6.297776222229,298.340663272985,6.7
"CSAR",6.00396823883057,284.370617465012,6.7
"CSAR",4.6261248588562,285.217254746702,6.7
"CSAR",5.90925645828247,285.097084379942,6.7
"CSAR",6.30795192718506,266.89115559205,6.7
"CSAR",6.06127166748047,282.977814864516,6.7
"CSAR",6.36864185333252,279.134657964274,6.7
"CSAR",5.97668838500977,285.052898274811,6.7
"CSAR",5.89403629302979,284.152155019656,6.7
"CSAR",6.66523027420044,283.150506812871,6.7
"CSAR",7.00799989700317,275.748549614937,6.7
"CSAR",5.99729204177856,309.480306800439,6.7
"CSAR",5.94196271896362,280.92780848886,6.7
"CSAR",5.15172338485718,300.093219295937,6.7
"CSAR",5.80294370651245,266.41146869512,6.7
"CSAR",6.08592939376831,277.627400176096,6.7
"CSAR",6.15794277191162,281.887669981454,6.7
"CSAR",5.65953826904297,264.758422897665,6.7
"CSAR",6.60529947280884,269.830083596577,6.7
"CSAR",5.8828558921814,276.335482907122,6.7
"CSAR",6.09634304046631,285.896138690674,6.7
"CSAR",6.15071439743042,279.972484757953,6.7
"CSAR",6.09157752990723,291.910660329977,6.7
"CSAR",5.79806756973267,295.894042988171,6.7
"CSAR",4.94803857803345,282.428112863955,6.7
"CSAR",5.88718748092651,280.49535542368,6.7
"CSAR",5.56925821304321,282.471971107202,6.7
"CSAR",5.60413026809692,284.650081698054,6.7
"CSAR",5.96787977218628,274.284009546871,6.7
"CSAR",6.07937717437744,284.794333588788,6.7
"CSAR",5.72213268280029,274.693578177654,6.7
"CSAR",6.8029670715332,279.224368594364,6.7
"CSAR",5.91055727005005,260.583842801145,6.7
"CSAR",6.29114437103271,257.275198263623,6.7
"CSAR",6.2577018737793,284.195351520241,6.7
"CSAR",4.90130186080933,284.794852587897,6.7
"CSAR",6.17521190643311,264.662731565147,6.7
"CSAR",5.95030832290649,291.965684492949,6.7
"CSAR",5.82202291488647,303.846151355432,6.7
"CSAR",5.99417877197266,271.378390918432,6.7
"CSAR",6.03787660598755,283.361461766279,6.7
"CSAR",5.61989784240723,271.788323557544,6.7
"CSAR",6.05460166931152,287.087796805007,6.7
"CSAR",6.27111959457397,283.844732176044,6.7
"CSAR",5.7138671875,251.553902649333,6.7
"CSAR",5.89945507049561,298.434605327629,6.7
"CSAR",4.53470230102539,288.296887797593,6.7
"CSAR",4.66748666763306,285.942357447966,6.7
"CSAR",5.51947689056396,263.985945503861,6.7
"CSAR",6.23848056793213,303.204132982755,6.7
"CSAR",5.98163080215454,299.37260898714,6.7
"CSAR",6.80156469345093,282.538414906101,6.7
"CSAR",6.29102754592896,273.512633380115,6.7
"CSAR",5.86575222015381,281.59296376736,6.7
"CSAR",5.56277418136597,271.250902124579,6.7
"CSAR",5.71219444274902,280.088077442615,6.7
"CSAR",5.75104141235352,280.322864609472,6.7
"CSAR",6.01076412200928,293.953552062678,6.7
"CSAR",4.83797311782837,296.039865164742,6.7
"CSAR",5.67923641204834,290.002000616804,6.7
"CSAR",6.2824125289917,284.0436897037,6.7
"CSAR",5.97288036346436,266.662837710267,6.7
"CSAR",5.8870005607605,283.796970106817,6.7
"CSAR",6.24158811569214,295.098582062491,6.7
"CSAR",6.34472560882568,285.843137355289,6.7
"CSAR",6.12380409240723,287.195392122324,6.7
"CSAR",5.42022705078125,292.735166004327,6.7
"CSAR",5.60682439804077,266.468140366892,6.7
"CSAR",6.40020036697388,268.05545371299,6.7
"CSAR",4.80291891098022,279.792284135598,6.7
"CSAR",6.20250225067139,280.950700787378,6.7
"CSAR",5.81170606613159,272.10196974328,6.7
"CSAR",6.48525333404541,297.680374975368,6.7
"CSAR",5.51732301712036,280.603631084974,6.7
"CSAR",5.11313104629517,271.480703661781,6.7
"CSAR",5.45794868469238,290.438287846657,6.7
"CSAR",6.25271606445312,284.12093283403,6.7
"CSAR",5.64464282989502,282.55296359993,6.7
"CSAR",5.69505071640015,272.397898112855,6.7
"CSAR",6.43816995620728,279.874387412391,6.7
"CSAR",5.05090570449829,297.23668017754,6.7
"CSAR",5.54549789428711,268.664691676693,6.7
"CSAR",5.88383626937866,289.52696878381,6.7
"CSAR",5.71372222900391,272.369683388852,6.7
"CSAR",5.63750267028809,295.68899971667,6.7
"CSAR",5.89187240600586,262.84628574696,6.7
"CSAR",5.5308952331543,299.38345222843,6.7
"CSAR",5.55079317092896,297.289600829638,6.7
"CSAR",6.46273422241211,287.976107232927,6.7
"CSAR",5.61020946502686,280.273887680831,6.7
"CSAR",5.99390029907227,281.512286129782,6.7
"CSAR",4.62296676635742,289.165329443999,6.7
"CSAR",5.73950719833374,273.082261573423,6.7
"CSAR",5.77600479125977,295.188246143275,6.7
"CSAR",6.11001825332642,288.911816699081,6.7
"CSAR",6.31770372390747,284.274604762898,6.7
"CSAR",5.88501071929932,281.685449741521,6.7
"CSAR",6.54834699630737,294.010880844378,6.7
"CSAR",5.26985120773315,279.542703089694,6.7
"CSAR",6.12694215774536,291.751073182734,6.7
"CSAR",6.12984371185303,274.265031136155,6.7
"CSAR",5.79872608184814,281.488058514528,6.7
"CSAR",4.95539236068726,301.87047593264,6.7
"CSAR",6.01629161834717,278.474786466644,6.7
"CSAR",6.21560001373291,291.412724560681,6.7
"CSAR",5.56699228286743,276.590322275691,6.7
"CSAR",5.99396944046021,288.880203222643,6.7
"CSAR",6.23952865600586,279.539667719729,6.7
"CSAR",5.90598773956299,284.813421360116,6.7
"CSAR",6.24262189865112,277.603858185174,6.7
"CSAR",5.66377639770508,274.026648566848,6.7
"CSAR",5.89213275909424,286.656828771627,6.7
"CSAR",5.69536113739014,277.055761373831,6.7
"CSAR",4.96193599700928,272.814622523199,6.7
"CSAR",5.69267702102661,272.421871622976,6.7
"CSAR",6.19185543060303,298.681922652415,6.7
"CSAR",6.60071802139282,279.461524353116,6.7
"CSAR",5.69759559631348,277.374094203995,6.7
"CSAR",5.87318897247314,284.754394780902,6.7
"CSAR",6.47148895263672,281.427416553063,6.7
"CSAR",5.87908792495728,274.647410141159,6.7
"CSAR",5.58093023300171,257.055082954845,6.7
"CSAR",5.92232322692871,293.552766280524,6.7
"CSAR",5.6377911567688,281.863976855648,6.7
"CSAR",4.98551607131958,301.087272759177,6.7
"CSAR",5.10974454879761,263.138539268591,6.7
"CSAR",5.82821702957153,275.830672061768,6.7
"CSAR",6.93308401107788,302.215476753307,6.7
"CSAR",6.13825416564941,295.329736508332,6.7
"CSAR",5.59620237350464,285.397402883178,6.7
"CSAR",5.55253458023071,268.032994664726,6.7
"CSAR",6.46103572845459,303.474129051826,6.7
"CSAR",5.70937395095825,278.992859995684,6.7
"CSAR",5.76489019393921,261.695070632026,6.7
"CSAR",5.94537687301636,276.469604707009,6.7
"CSAR",5.00907468795776,306.975935929634,6.7
"CSAR",6.06636238098145,292.793111138016,6.7
"CSAR",6.32064533233643,283.754685603053,6.7
"CSAR",6.5093355178833,286.671564902107,6.7
"CSAR",5.68789863586426,272.580996549158,6.7
"CSAR",6.2226243019104,262.515947714947,6.7
"CSAR",6.31286239624023,273.337157754828,6.7
"CSAR",5.3364372253418,262.25407995586,6.7
"CSAR",5.87256240844727,262.763961692296,6.7
"CSAR",5.4334454536438,273.73217060741,6.7
"CSAR",5.90994453430176,290.416478101313,6.7
"CSAR",4.9915246963501,313.296279895436,6.7
"CSAR",6.44396781921387,302.28134312038,6.7
"CSAR",5.92438364028931,274.024352229131,6.7
"CSAR",5.91062021255493,296.763460291631,6.7
"CSAR",5.19123458862305,271.827548921061,6.7
"CSAR",6.10535955429077,292.644325125335,6.7
"CSAR",4.99558353424072,270.729003878011,6.7
"CSAR",6.25125503540039,282.086681929885,6.7
"CSAR",6.59448623657227,291.762624560415,6.7
"CSAR",5.93566513061523,274.189149256184,6.7
"CSAR",5.91202640533447,285.548680686098,6.7
"CSAR",5.22961473464966,299.283818794385,6.7
"CSAR",5.00563383102417,313.302878206745,6.7
"CSAR",6.14907169342041,293.676526428827,6.7
"CSAR",4.92920446395874,324.899075508206,6.7
"CSAR",4.98902988433838,289.143112548171,6.7
"CSAR",4.35529565811157,284.219405887908,6.7
"CSAR",4.53490591049194,275.744909413839,6.7
"CSAR",4.85430288314819,304.267072937468,6.7
"CSAR",5.25036191940308,312.797320108401,6.7
"CSAR",4.89357995986938,303.019104289232,6.7
"CSAR",4.99797534942627,289.963333963914,6.7
"CSAR",4.955726146698,290.649583798774,6.7
"CSAR",4.77588033676147,282.686453858904,6.7
"CSAR",5.15403604507446,317.804892265539,6.7
"CSAR",4.86197233200073,306.239912138584,6.7
"CSAR",5.3148512840271,314.727144945397,6.7
"CSAR",4.93145275115967,295.944244385488,6.7
"CSAR",4.77294206619263,284.908984147924,6.7
"CSAR",4.53990745544434,290.836975400752,6.7
"CSAR",5.08649730682373,306.084630041657,6.7
"CSAR",5.23881673812866,325.3673379435,6.7
"CSAR",5.38560771942139,329.650749041303,6.7
"CSAR",5.25103330612183,329.40523524156,6.7
"CSAR",4.72043991088867,320.127342466431,6.7
"CSAR",4.88480854034424,309.42504511362,6.7
"CSAR",5.22349500656128,303.291600329101,6.7
"CSAR",4.98934412002563,317.489493468657,6.7
"CSAR",5.52340936660767,329.549846487053,6.7
"CSAR",5.5375075340271,329.956298375927,6.7
"CSAR",5.49032974243164,323.694325545369,6.7
"CSAR",5.40343952178955,301.580730217762,6.7
"CSAR",5.13156270980835,330.102687605399,6.7
"CSAR",5.43853902816772,344.834651130498,6.7
"CSAR",5.49373960494995,328.117640607744,6.7
"CSAR",5.0296311378479,311.427727355255,6.7
"CSAR",5.00367498397827,309.521428325237,6.7
"CSAR",5.09752559661865,299.354818159837,6.7
"CSAR",5.62004995346069,304.237208184692,6.7
"CSAR",4.60043954849243,271.569469779547,6.7
"CSAR",5.46182823181152,337.426099760947,6.7
"CSAR",5.23755407333374,359.749014430049,6.7
